Molecule ChEMBL ID,Smiles,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Standard Value,pIC50,pChEMBL Value,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
CHEMBL275554,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,,,500.64,1,3.98,12,7.920818754,7.92,UO_0000065,15.82,0.3,3.94,6.76,1,The compound was tested for its affinity against HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1125598,1,Scientific Literature,J Med Chem,1991,,,,
CHEMBL275560,CC(C)c1ccccc1Sc1c(O)cc(-c2ccc(C(=O)O)cc2)oc1=O,,,382.44,0,4.99,68,7.167491087,7.17,UO_0000065,18.74,0.36,2.18,8.17,0,Inhibitory activity against purified HIV-1 protease (BH10) at a pH of 4.7 and a final enzyme concentration of 0.45-1.1 nM,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1129760,1,Scientific Literature,Bioorg Med Chem Lett,1996,,,,
CHEMBL275592,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)C(CS(=O)(=O)c1ccc2ccccc2n1)NS(C)(=O)=O,,,680.85,1,2.79,2.8,8.552841969,8.55,UO_0000065,12.56,0.25,5.76,4.98,0,Inhibitory activity against HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1129303,1,Scientific Literature,J Med Chem,1996,,,,
CHEMBL275730,CC(C)c1ccccc1Sc1c(O)cc(-c2ccc(Cl)cc2)oc1=O,,,372.87,1,5.94,76,7.119186408,7.12,UO_0000065,19.09,0.39,1.18,14.11,0,Inhibitory activity against purified HIV-1 protease (BH10) at a pH of 4.7 and a final enzyme concentration of 0.45-1.1 nM,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1129760,1,Scientific Literature,Bioorg Med Chem Lett,1996,,,,
CHEMBL275792,Cn1nnnc1SC[C@H](NS(C)(=O)=O)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)Cc1ccccc1C(=O)NC(C)(C)C,,,603.77,1,1.08,17.5,7.756961951,7.76,UO_0000065,12.85,0.26,6.68,4.61,0,Inhibitory activity against HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1129303,1,Scientific Literature,J Med Chem,1996,,,,
CHEMBL275937,CC(C)c1ccccc1Sc1c(O)cc(-c2cccc([N+](=O)[O-])c2)oc1=O,,,383.43,1,5.2,67,7.173925197,7.17,UO_0000065,18.71,0.36,1.97,7.67,0,Inhibitory activity against purified HIV-1 protease (BH10) at a pH of 4.7 and a final enzyme concentration of 0.45-1.1 nM,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1129760,1,Scientific Literature,Bioorg Med Chem Lett,1996,,,,
CHEMBL275960,CC(=O)N[C@@H](CS(=O)(=O)c1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)Cc1ccccc1C(=O)NC(C)(C)C,,,593.75,1,2.82,20,7.698970004,7.7,UO_0000065,12.97,0.25,4.88,5.43,0,Inhibitory activity against HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1129303,1,Scientific Literature,J Med Chem,1996,,,,
CHEMBL275969,Cc1cc(S[C@@H]2CCN(C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)COc3c(C)cccc3C)[C@H](C(=O)NC(C)(C)C)C2)nc(C)n1,,,647.89,1,4.72,1.5,8.823908741,8.82,UO_0000065,13.62,0.26,4.1,7.56,0,In vitro inhibition of HIV-1.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1132975,1,Scientific Literature,J Med Chem,2000,,,,
CHEMBL276077,C[C@H]1[C@@H](OC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2C[C@H]3CCC[C@H]3C[C@H]2C(=O)NC(C)(C)C)CCS1(=O)=O,,,563.76,1,2.67,12.6,7.899629455,7.9,UO_0000065,14.01,0.28,5.23,6.32,0,Inhibitory activity against HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1127636,1,Scientific Literature,J Med Chem,1994,,,,
CHEMBL276081,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(Cc2ccn(-c3cccc(Cl)c3)c2)C[C@H]1C(=O)NCC(F)(F)F,,,755.24,1,3.91,0.05,10.30103,10.3,UO_0000065,13.64,0.27,6.39,7.79,0,In vitro inhibition of HIV-1 protease (NL4-3 strain).,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1146635,1,Scientific Literature,Bioorg Med Chem Lett,2003,,,,
CHEMBL276097,CC(C)OC(=O)c1ccccc1CSc1c(O)cc(-c2ccccc2)oc1=O,,,396.46,0,4.87,34,7.468521083,7.47,UO_0000065,18.84,0.36,2.6,9.73,0,In vitro inhibitory activity against HIV-1 protease(PR).,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1149949,1,Scientific Literature,Bioorg Med Chem Lett,1996,,,,
CHEMBL276121,N#Cc1cccc(-n2ccc(CN3CCN(C[C@@H](O)C[C@@H](Cc4cccnc4)C(=O)N[C@H]4c5ccccc5OC[C@H]4O)[C@H](C(=O)NCC(F)(F)F)C3)c2)c1,,,745.8,1,3.13,0.15,9.823908741,9.82,UO_0000065,13.17,0.25,6.69,6.3,0,In vitro inhibition of HIV-1 protease (NL4-3 strain).,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1146635,1,Scientific Literature,Bioorg Med Chem Lett,2003,,,,
CHEMBL276203,CC(=O)N[C@@H](CSc1ccc2ccccc2n1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)Cc1ccccc1C(=O)NC(C)(C)C,,,612.8,1,4.69,14.7,7.832682665,7.83,UO_0000065,12.78,0.24,3.14,6.5,0,Inhibitory activity against HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1129303,1,Scientific Literature,J Med Chem,1996,,,,
CHEMBL276379,CC(=O)N[C@@H](CS(=O)(=O)c1ccc2ccccc2c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)Cc1ccccc1C(=O)NC(C)(C)C,,,643.81,1,3.98,0.32,9.494850022,9.49,UO_0000065,14.75,0.28,5.51,6.7,0,Inhibitory activity against HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1129303,1,Scientific Literature,J Med Chem,1996,,,,
CHEMBL276431,Cc1c(O)cccc1C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1CC[C@@H](OCc2ccncc2)C[C@H]1C(=O)NC(C)(C)C,,,588.75,1,3.76,12,7.920818754,7.92,UO_0000065,13.45,0.25,4.16,6.39,0,In vitro inhibition of HIV-1.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1132975,1,Scientific Literature,J Med Chem,2000,,,,
CHEMBL276447,CC(C)[C@H](NC(=O)[C@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1nc2ccccc2[nH]1,,,641.81,2,5.07,0.2,9.698970004,9.7,UO_0000065,15.11,0.28,4.63,6.67,0,Inhibitory activity against HIV protease in peptide cleavage assay,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1125211,1,Scientific Literature,J Med Chem,1991,,,,
CHEMBL276653,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CSc1ccc(C(F)(F)F)cc1)NS(C)(=O)=O,,,665.8,1,4.57,170,6.769551079,6.77,UO_0000065,10.17,0.21,2.2,5.43,0,Inhibitory activity against HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1129303,1,Scientific Literature,J Med Chem,1996,,,,
CHEMBL276656,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS(=O)(=O)c1ccc(F)cc1)NS(C)(=O)=O,,,647.79,1,2.38,0.77,9.113509275,9.11,UO_0000065,14.07,0.28,6.73,5.74,0,Inhibitory activity against HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1129303,1,Scientific Literature,J Med Chem,1996,,,,
CHEMBL276671,Cc1cc(C)cc(-c2cc(O)c(Sc3ccccc3C(C)C)c(=O)o2)c1,,,366.48,1,5.9,15,7.823908741,7.82,UO_0000065,21.35,0.41,1.92,15.51,0,Inhibitory activity against purified HIV-1 protease (BH10) at a pH of 4.7 and a final enzyme concentration of 0.45-1.1 nM,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1129760,1,Scientific Literature,Bioorg Med Chem Lett,1996,,,,
CHEMBL276704,CC(=O)N[C@@H](CSCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)Cc1ccccc1C(=O)NC(C)(C)C,,,575.78,1,4.28,45,7.346787486,7.35,UO_0000065,12.76,0.24,3.07,6.83,1,Inhibitory activity against HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1129303,1,Scientific Literature,J Med Chem,1996,,,,
CHEMBL276833,Cn1nnnc1[S+]([O-])C[C@H](NS(C)(=O)=O)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)Cc1ccccc1C(=O)NC(C)(C)C,,,619.77,1,0.09,2.1,8.677780705,8.68,UO_0000065,14,0.28,8.59,4.54,0,Inhibitory activity against HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1129303,1,Scientific Literature,J Med Chem,1996,,,,
CHEMBL277034,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NCc1ccccc1,,,502.66,2,5.05,111,6.954677021,6.96,UO_0000065,,,,,0,Inhibition of HIV protease,F,BAO_0000019,assay format,hiv,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1125637,1,Scientific Literature,J Med Chem,1991,,,,
CHEMBL277060,O=c1cc(-c2ccc3c(c2)OCO3)oc(O)c1SCc1ccccc1,,,354.38,0,4.03,490,6.30980392,6.31,UO_0000065,17.81,0.34,2.28,9.16,0,In vitro inhibitory activity against HIV-1 protease(PR).,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1149949,1,Scientific Literature,Bioorg Med Chem Lett,1996,,,,
CHEMBL277579,CC(C)[C@H](NC(=O)[C@H](Cc1cccc2ccccc12)CS(=O)(=O)C(C)(C)C)C(=O)NCP(=O)(O)CNC(=O)[C@@H](NC(=O)[C@H](Cc1cccc2ccccc12)CS(=O)(=O)C(C)(C)C)C(C)C,,,955.19,2,6.14,1.1,8.958607315,8.96,UO_0000065,9.38,0.19,2.82,4.04,0,Inhibitory activity if the compound was determined against HIV protease,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1151027,1,Scientific Literature,Bioorg Med Chem Lett,1994,,,,
CHEMBL277725,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCSC1,,,531.76,1,3.99,132,6.879426069,6.88,UO_0000065,12.94,0.25,2.89,7.57,0,Inhibitory activity against HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1127636,1,Scientific Literature,J Med Chem,1994,,,,
CHEMBL277801,C[C@@H]1[C@H](OC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2C[C@H]3CCCC[C@H]3C[C@H]2C(=O)NC(C)(C)C)CCS1(=O)=O,,,577.79,1,3.06,10,8,8,UO_0000065,13.85,0.27,4.94,6.4,0,In vitro inhibition of HIV-1 protease.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1128633,1,Scientific Literature,Bioorg Med Chem Lett,1995,,,,
CHEMBL277825,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1CCS(=O)(=O)[C@@H]1C1CCCC1,,,631.88,1,4.23,22.6,7.645891561,7.65,UO_0000065,12.1,0.24,3.42,6.11,0,Inhibitory activity against HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1127636,1,Scientific Literature,J Med Chem,1994,,,,
CHEMBL277985,CC(=O)N[C@H](CS(=O)(=O)c1ccc2ccccc2c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)Cc1ccccc1C(=O)NC(C)(C)C,,,643.81,1,3.98,0.3,9.522878745,9.52,UO_0000065,14.79,0.28,5.54,6.72,0,Concentration required for in vitro inhibitory activity against HIV-1 protease,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1127904,1,Scientific Literature,Bioorg Med Chem Lett,1994,,,,
CHEMBL278084,CC(C)[C@H](COCc1ccccc1)NC(=O)C(F)(F)[C@@H](O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,,,759.89,2,6.6,6.6,8.180456064,8.18,UO_0000065,10.77,0.2,1.58,6.05,0,Inhibitory activity was determined against HIV-1 protease.,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1127883,1,Scientific Literature,Bioorg Med Chem Lett,1994,,,,
CHEMBL278375,COC(=O)[C@H](NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(C)C,,,695.76,1,4.76,10,8,,UO_0000065,,,,,0,Inhibitory activity was determined against HIV-1 protease.,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1127883,1,Scientific Literature,Bioorg Med Chem Lett,1994,,,,
CHEMBL278416,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCS(=O)(=O)[C@H]1C1CCCC1,,,631.88,1,4.23,6.2,8.207608311,8.21,UO_0000065,12.99,0.25,3.98,6.56,0,Inhibitory activity against HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1127636,1,Scientific Literature,J Med Chem,1994,,,,
CHEMBL278499,O=c1cc(-c2cccc(C(F)(F)F)c2)oc(O)c1SCc1ccccc1,,,378.37,1,5.32,600,6.22184875,6.22,UO_0000065,16.44,0.33,0.9,12.34,0,In vitro inhibitory activity against HIV-1 protease(PR).,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1149949,1,Scientific Literature,Bioorg Med Chem Lett,1996,,,,
CHEMBL278875,CCCCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)NCC(C)C,,,604.75,1,2.76,126.18,6.899009477,6.9,UO_0000065,11.41,0.21,4.14,4.14,0,Inhibitory potency against HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126565,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL279097,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1CCSC1,,,531.76,1,3.99,220,6.657577319,6.66,UO_0000065,12.52,0.25,2.67,7.32,0,Inhibitory activity against HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1127636,1,Scientific Literature,J Med Chem,1994,,,,
CHEMBL279279,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1Cc2ccccc21,,,514.67,2,5.15,22,7.657577319,7.66,UO_0000065,,,,,0,Inhibition of HIV protease,F,BAO_0000019,assay format,hiv,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1125637,1,Scientific Literature,J Med Chem,1991,,,,
CHEMBL279323,C[C@@H]1CS(=O)(=O)C[C@@H]1OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,,,577.79,1,2.91,216,6.665546249,6.67,UO_0000065,11.54,0.23,3.76,5.33,0,Inhibitory activity against HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1127636,1,Scientific Literature,J Med Chem,1994,,,,
CHEMBL279326,CC[C@@H]1[C@H](OC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2C[C@H]3CCCC[C@H]3C[C@H]2C(=O)NC(C)(C)C)CCS1(=O)=O,,,591.82,1,3.45,13.1,7.882728704,7.88,UO_0000065,13.32,0.26,4.43,6.3,0,Tested against S2-binding site of HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126634,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL279372,CCCC[C@@H]1[C@H](OC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2C[C@H]3CCCC[C@H]3C[C@H]2C(=O)NC(C)(C)C)CCS1(=O)=O,,,619.87,1,4.23,45.8,7.339134522,7.34,UO_0000065,11.84,0.23,3.11,5.87,0,Inhibitory activity against HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1127636,1,Scientific Literature,J Med Chem,1994,,,,
CHEMBL279793,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCS(=O)(=O)C1,,,549.73,1,2.28,11.3,7.946921557,7.95,UO_0000065,14.46,0.29,5.67,6.36,0,Inhibitory activity against HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1127636,1,Scientific Literature,J Med Chem,1994,,,,
CHEMBL280358,CC(C)C[C@H](COCc1ccccc1)NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,,,771.9,2,7.2,1.8,8.744727495,8.74,UO_0000065,11.33,0.21,1.54,6.62,0,Inhibitory activity was determined against HIV-1 protease.,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1127883,1,Scientific Literature,Bioorg Med Chem Lett,1994,,,,
CHEMBL280398,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccc(OCc2ccccc2)cc1)C(=O)C(F)(F)C(=O)N[C@H](COCc1ccccc1)C(C)C,,,757.88,2,6.81,40,7.397940009,7.4,UO_0000065,9.76,0.18,0.59,5.6,0,Inhibitory activity was determined against HIV-1 protease.,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1127883,1,Scientific Literature,Bioorg Med Chem Lett,1994,,,,
CHEMBL280464,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(O)CN(Cc1ccc(C(F)(F)F)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)C)C(C)C,,,667.73,1,3.39,33,7.48148606,7.48,UO_0000065,11.2,0.22,4.09,4.73,0,In vivo antiviral activity (IC50) against HIV-1 protease.,B,BAO_0000218,organism-based format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1129270,1,Scientific Literature,J Med Chem,1996,,,,
CHEMBL280551,[O-][S+](Cc1[nH]c2ccccc2c1Sc1ccccc1)c1ccccc1,,,363.51,1,5.63,63,7.200659451,7.2,UO_0000065,19.81,0.39,1.57,18.53,0,Inhibition of HIV-1 RT using rC-dG as template,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126659,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL281439,COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)CC(O)C[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@H](C(=O)OC)C(C)C)C(C)C)C(C)C)C(C)C,,,781,1,3.75,5,8.301029996,8.3,UO_0000065,10.63,0.2,4.55,4.39,1,Concentration required for inhibitory activity against HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1150476,1,Scientific Literature,Bioorg Med Chem Lett,1994,,,,
CHEMBL281922,CC(C)(C)NC(=O)c1ccccc1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,,,609.73,1,3.07,320,6.494850022,6.5,UO_0000065,10.65,0.2,3.42,3.97,0,Concentration required for in vitro inhibition of HIV-1 protease,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1151581,1,Scientific Literature,Bioorg Med Chem Lett,1994,,,,
CHEMBL282041,CC(C)CC(NC(=O)[C@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccc1,,,615.82,2,5.58,1.4,8.853871964,8.85,UO_0000065,,,,,0,Inhibition of HIV-1 protease,F,BAO_0000019,assay format,hiv,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1125636,1,Scientific Literature,J Med Chem,1991,,,,
CHEMBL282042,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1.CS(=O)(=O)O,SAQUINAVIR MESYLATE,4,766.96,1,3.09,1,9,,UO_0000065,,,,,0,Inhibitory activity was determined against HIV-1 protease.,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1127883,1,Scientific Literature,Bioorg Med Chem Lett,1994,,,,
